idnum,age,cohort,sex,race,sexornt,born,sibs,agekdbrn,childs,chldidel,marital,martype,educ,degree,majorcol,othlang,dwelling,dwelown,hompop,income16,rincom16,prestg10,papres10,mapres10,sppres10,sei10,pasei10,masei10,spsei10,region,parborn,paeduc,maeduc,speduc,zodiac,relig,attend,reliten,postlife,pray,relig16,sprel,prayer,bible,god,relpersn,sprtprsn,happy,hapmar,health,life,rushed,bored,evbrkdwn,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,hope1,hope2,hope3,hope4,hope5,hope6,res16,reg16,mobile16,family16,famdif16,partyid,polviews,polint,colath,colrac,colcom,colmil,colhomo,colmslm,cappun,gunlaw,courts,grass,aged,raclive,affrmact,marblk,marasian,marhisp,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,spanking,polhitok,polabuse,polmurdr,polescap,polattak,fechld,fefam,meovrwrk,marhomo,taxrich,taxmid,taxpoor,letin1,spenviro,sphlth,sppolice,spschool,sparms,spretire,spunemp,sparts,socrel,socommun,socfrend,socbar,wrkstat,wrkslf,spwrksta,satjob,worryjob,stresswk,vetyears,class,satfin,finrela,getahead,parsol,fear,owngun,rowngun,hunt,news,tvhours,compuse,emailmin,emailhr,wwwhr,wwwmin,newsfrom,scifrom,astrosci,intintl,intenvir,partners,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,partnrs5,sexsex5,evpaidsx,evstray,intuse,intmbile,intrecnt,twitter,facebook,instagrm,linkedin,snapchat,tumblr,whatsapp,googlesn,pinterst,flickr,vine,clssmtes,snsmoth1,wtss,wtssnr,wtssall
29,74,1942,1,1,0,1,1,28,2,2,2,0,18,4,82,2,10,1,1,23,20,64,64,0,0,82.5,82.5,0,0,2,0,17,12,97,5,3,3,1,2,6,3,0,1,2,4,2,8,2,0,0,0,0,0,2,4,4,2,2,2,4,6,6,7,7,7,7,3,2,3,1,0,1,4,3,0,0,0,0,0,0,1,0,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,3,1,8,4,2,0,0,1,2,2,1,2,2,1,1,3,3,4,0,2,2,2,3,2,2,3,2,3,2,2,2,3,1,3,7,5,2,0,0,0,0,0,8,1,4,0,1,0,0,0,0,1,3,1,10,0,0,20,1,1,2,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,.478496760129929,.630239009857178,.478496760129929
30,75,1941,2,1,3,1,7,24,3,-1,3,0,12,1,0,2,2,0,1,16,0,31,38,0,0,37.5999984741211,42.7999992370605,0,0,2,1,12,97,97,9,10,3,3,1,1,10,0,0,1,6,2,1,3,0,2,1,2,0,1,4,3,4,2,4,4,7,7,7,7,6,7,1,2,3,4,1,4,6,0,4,4,4,4,4,5,1,1,8,1,3,1,0,0,0,0,2,2,2,2,3,3,2,3,2,3,3,2,3,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,2,2,0,1,2,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,3,2,2,1,1,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,0,0,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,.478496760129929,.630239009857178,.478496760129929
31,32,1984,1,1,3,1,2,0,0,2,5,0,12,1,0,2,2,2,6,17,0,24,44,48,0,20.7000007629395,28.7000007629395,24.2000007629395,0,2,0,12,12,97,5,4,0,4,2,6,4,0,1,3,1,4,4,3,0,0,0,0,0,1,3,3,2,2,3,3,7,5,5,4,5,5,3,2,1,1,0,2,2,2,0,0,0,0,0,0,2,0,8,1,8,1,8,3,3,3,1,3,3,2,2,2,1,2,2,2,2,1,3,2,0,0,0,0,0,0,0,2,1,8,4,4,0,0,2,2,8,1,2,2,1,1,3,3,2,0,5,3,3,3,2,2,3,3,5,3,3,2,5,3,2,5,4,2,0,8,0,0,0,1,3,2,0,4,0,0,0,0,5,2,1,0,1,25,0,3,3,3,2,1,0,0,0,0,0,0,0,0,2,0,2,3,2,3,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2.39248371124268,3.15119504928589,2.39248371124268
32,68,1948,2,1,3,1,3,23,2,-1,1,1,12,1,0,2,2,0,2,20,19,29,35,32,46,46.7000007629395,43.9000015258789,35.7999992370605,52,2,0,12,12,12,3,2,6,3,1,3,2,1,0,2,6,2,2,2,1,2,1,2,3,2,4,2,4,2,3,4,7,6,7,8,7,6,4,2,2,1,0,3,4,0,4,4,5,4,4,5,1,1,3,1,3,1,0,0,0,0,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,0,0,0,0,0,1,4,2,2,0,1,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,4,0,0,3,1,3,1,2,2,1,2,2,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,.956993520259857,1.26047801971436,.956993520259857
33,55,1961,1,1,0,1,7,24,3,3,1,1,12,1,0,2,2,1,3,25,23,60,0,53,66,65.3000030517578,0,41.0999984741211,92,2,0,97,12,12,1,4,0,4,1,5,1,4,2,3,5,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,5,2,4,5,2,4,4,5,4,4,5,1,2,2,0,0,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,3,4,4,3,4,0,0,3,0,0,0,0,0,2,3,4,2,4,3,2,5,3,3,2,3,1,2,3,3,7,7,7,6,1,2,1,1,0,0,0,3,1,4,1,0,2,2,0,4,1,1,1,0,2,6,0,5,5,2,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34654498100281,3.0906879901886,2.34654498100281
34,46,1970,1,2,3,2,0,38,1,-1,1,1,14,1,0,2,2,0,3,21,0,60,26,64,48,65.3000030517578,28.5,84.1999969482422,24.2000007629395,2,8,12,16,12,9,1,7,2,1,2,1,1,0,2,5,2,2,2,2,3,2,2,0,2,2,3,4,2,3,4,6,6,3,3,6,6,4,2,3,1,0,1,5,0,8,5,5,4,4,5,8,1,2,1,3,1,0,0,0,0,2,3,2,3,2,2,1,2,1,3,2,1,2,1,9,2,1,2,8,2,8,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,1,3,2,3,3,3,3,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,3,999,0,3,3,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,.956993520259857,1.26047801971436,.956993520259857
35,58,1958,2,1,0,1,0,33,2,2,4,0,12,1,0,2,2,1,2,18,0,61,50,47,0,80.9000015258789,46.5,38.7999992370605,0,2,8,12,12,97,8,2,7,1,1,3,2,0,2,2,6,1,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,4,2,5,5,5,5,4,5,1,1,2,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,1,1,1,4,1,1,4,0,0,3,0,0,0,0,0,4,3,2,2,3,2,1,5,3,2,2,3,5,1,3,4,2,6,3,5,4,2,0,9,0,0,0,2,3,5,2,0,1,2,0,4,5,2,2,0,0,-1,-1,5,5,3,3,3,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.26047801971436,.956993520259857
36,35,1981,1,1,3,1,1,0,0,2,5,0,12,1,0,2,2,1,2,22,18,44,0,38,0,52.5,0,43,0,2,0,97,12,97,3,4,0,4,2,6,2,0,2,3,2,4,3,3,0,0,0,0,0,2,3,4,3,2,4,3,5,6,5,5,7,4,4,2,1,5,5,6,6,1,0,0,0,0,0,0,1,0,2,2,1,8,4,3,3,3,1,2,2,2,3,3,3,3,2,3,2,1,2,1,0,0,0,0,0,0,0,3,1,2,4,2,0,0,2,1,2,1,2,2,1,1,3,1,3,0,2,1,2,4,3,4,3,4,2,3,3,4,3,6,2,3,1,2,0,2,0,0,0,3,2,3,0,3,0,0,0,0,5,0,1,30,0,10,0,6,3,3,2,2,0,0,0,0,0,0,0,0,2,0,1,3,2,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1.56436336040497,2.06045866012573,1.56436336040497
37,59,1957,1,1,3,1,2,32,2,2,1,1,16,3,0,2,2,1,4,21,12,48,35,31,61,26.1000003814697,34.5999984741211,37.5999984741211,80.9000015258789,2,0,12,12,16,12,2,5,1,1,2,2,2,1,2,5,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,2,6,0,0,0,0,0,0,0,1,0,2,1,1,2,1,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,3,2,0,0,0,0,0,0,0,3,1,1,3,3,0,0,2,2,3,2,2,2,1,1,2,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,4,4,2,2,1,3,3,0,0,2,3,2,0,4,0,0,0,0,1,2,1,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0,1,3,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1.91398704051971,2.52095603942871,1.91398704051971
38,43,1973,2,1,0,1,6,30,2,4,1,1,16,3,21,1,2,1,4,23,19,61,0,51,64,80.9000015258789,0,78.3000030517578,82.5,2,1,97,16,16,3,1,5,2,1,3,2,1,2,3,4,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,5,2,3,4,5,8,4,5,4,4,5,8,1,2,0,0,8,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,4,1,1,4,0,0,1,0,0,0,0,0,1,4,3,1,3,2,2,4,2,3,3,3,3,3,3,3,4,5,4,7,1,2,1,9,0,0,0,2,2,2,3,0,2,1,2,2,3,2,1,0,2,20,0,5,9,3,3,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.26047801971436,.956993520259857
39,58,1958,2,1,3,1,1,0,0,-1,5,0,16,3,0,2,3,0,1,23,23,60,60,38,0,83.8000030517578,76.3000030517578,59.0999984741211,0,2,0,16,16,97,11,1,6,2,1,2,1,0,0,8,6,8,1,1,0,1,1,3,2,2,4,2,4,2,2,4,8,8,8,8,8,8,4,2,2,1,0,6,6,0,4,5,5,4,4,5,8,1,3,2,2,1,0,0,0,0,2,2,1,2,2,3,2,3,2,3,2,2,3,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,2,0,1,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,3,1,1,1,2,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,.478496760129929,.630239009857178,.478496760129929
40,79,1937,2,1,3,1,3,39,1,3,2,0,14,1,0,2,2,1,1,16,0,45,33,0,0,38.2999992370605,14,0,0,2,8,98,97,97,2,3,3,1,8,8,3,0,2,2,6,3,3,2,0,0,0,0,0,2,2,2,4,2,2,3,3,3,6,5,6,6,6,2,3,4,1,0,4,1,0,0,0,0,0,0,2,0,2,1,2,1,1,3,3,3,1,2,2,1,1,2,2,2,2,3,2,8,3,1,0,0,0,0,0,0,0,2,1,1,4,2,0,0,2,2,3,2,2,8,2,2,2,3,2,0,4,2,1,3,3,2,2,2,2,3,2,3,5,2,2,7,5,2,0,0,0,0,0,3,1,4,0,2,0,0,0,0,1,4,2,-1,-1,-1,-1,1,1,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.630239009857178,.478496760129929
41,40,1976,2,1,3,1,2,29,1,-1,5,0,12,1,0,2,3,0,2,18,12,31,0,64,31,39.7000007629395,0,84.1999969482422,39.7000007629395,2,0,97,16,97,3,1,2,2,1,2,1,0,0,1,5,3,1,2,0,2,2,2,2,1,2,3,4,2,2,4,8,8,8,7,8,5,5,2,2,5,2,2,7,0,5,5,8,4,4,5,1,1,2,1,3,8,0,0,0,0,3,2,2,2,2,2,2,3,3,2,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,4,1,2,0,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,4,0,0,2,3,1,1,5,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,6,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.26047801971436,.956993520259857
42,44,1972,2,3,0,2,9,34,2,2,1,1,12,1,0,1,5,2,4,17,0,35,0,35,35,21.7999992370605,0,25,20.8999996185303,2,8,97,8,15,99,2,2,1,1,1,2,2,2,2,6,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,5,2,0,4,9,5,4,8,5,4,5,2,1,1,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,2,2,2,2,2,1,1,3,1,1,2,0,0,2,0,0,0,0,0,3,2,2,2,9,9,9,1,1,1,1,1,4,1,1,4,4,6,6,7,2,2,1,2,0,0,0,2,3,2,1,0,1,2,0,4,5,3,1,0,1,7,0,5,3,3,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.26047801971436,.956993520259857
43,68,1948,2,3,8,2,3,24,2,2,1,1,16,3,36,1,2,1,2,22,0,32,64,61,42,35.7999992370605,82.5,80.9000015258789,50.2999992370605,2,8,14,16,16,11,4,0,4,1,5,1,4,1,2,3,3,2,2,3,0,0,0,0,2,3,3,3,3,3,3,6,5,7,5,5,5,6,0,3,1,0,5,4,3,0,0,0,0,0,0,1,0,8,8,1,1,8,3,1,3,2,2,2,2,1,2,2,8,1,2,1,1,2,2,0,0,0,0,0,0,0,1,1,1,3,1,0,0,1,2,2,8,8,8,2,2,1,2,2,0,3,2,3,3,3,3,4,2,1,3,3,3,2,5,5,7,2,2,1,2,0,0,0,3,1,3,0,1,0,0,0,0,1,1,1,0,7,14,0,3,3,2,2,1,1,0,0,0,0,0,1,0,0,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,.956993520259857,1.26047801971436,.956993520259857
44,36,1980,2,1,3,2,1,0,0,-1,5,0,20,4,0,1,4,0,1,16,16,66,64,66,0,82.6999969482422,82.5,85,0,2,8,20,17,97,99,4,0,4,2,6,2,0,0,3,1,4,4,3,0,2,1,2,3,2,4,2,4,3,2,3,7,6,4,5,5,7,6,0,3,1,0,1,2,0,4,5,5,5,4,5,2,1,8,1,3,1,0,0,0,0,1,3,3,3,1,3,2,2,2,2,8,1,3,3,1,1,1,1,1,1,1,0,0,0,0,0,3,4,2,2,0,2,1,1,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,0,0,3,2,4,1,5,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,2,1,1,2,2,1,2,0,10,4,1,2,3,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,.478496760129929,.630239009857178,.478496760129929
45,70,1946,1,1,3,2,1,0,0,2,3,0,17,1,0,1,8,2,1,10,0,48,42,61,0,24.2000007629395,34.5999984741211,80.9000015258789,0,2,8,98,98,97,11,3,8,1,1,1,3,0,2,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,1,0,5,4,0,0,0,0,0,0,0,1,0,1,2,1,1,1,5,5,2,2,1,1,1,1,2,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,4,1,1,1,1,0,0,1,2,4,1,2,2,8,2,3,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,4,7,5,2,0,0,0,0,0,3,1,2,0,1,0,0,0,0,1,8,1,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.782181680202484,1.03022933006287,.782181680202484
46,28,1988,1,1,3,1,8,0,0,-1,5,0,15,1,0,2,2,0,1,21,21,61,70,60,0,83.4000015258789,81.5,87.9000015258789,0,2,0,12,16,97,1,4,0,4,2,6,2,0,0,3,1,4,3,1,0,3,2,2,0,1,1,3,5,4,3,4,8,8,8,8,7,8,5,2,2,3,2,0,1,0,4,5,5,4,4,5,2,1,1,1,3,1,0,0,0,0,1,3,2,3,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,1,0,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,0,4,1,5,3,4,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,3,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,.478496760129929,.630239009857178,.478496760129929
47,35,1981,2,2,3,1,4,0,0,2,5,0,16,3,20,1,7,2,1,27,27,53,26,35,0,80.1999969482422,28.5,43.9000015258789,0,2,8,12,12,97,7,2,6,2,1,4,2,0,2,3,6,2,2,2,0,0,0,0,0,2,4,2,5,4,1,5,1,8,8,7,8,7,4,0,3,1,0,1,2,1,0,0,0,0,0,0,2,0,1,2,1,1,3,3,3,3,2,1,1,1,1,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,4,1,1,3,1,0,0,2,2,4,1,2,2,8,2,2,4,4,0,3,3,3,4,1,1,2,1,1,2,4,3,2,5,3,5,1,2,0,1,0,0,0,3,1,3,0,3,0,0,0,0,1,2,1,0,60,40,0,3,3,3,1,2,1,0,0,0,0,0,1,4,0,6,3,1,2,3,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,.782181680202484,1.03022933006287,.782181680202484
48,33,1983,1,3,0,2,1,0,0,2,1,1,16,4,41,1,6,2,2,19,19,42,59,0,0,86.8000030517578,60.4000015258789,0,0,2,8,16,12,19,9,4,1,4,2,6,9,4,1,3,2,4,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,2,1,2,4,5,5,4,4,4,2,1,3,0,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,4,3,2,4,0,0,4,0,0,0,0,0,1,4,3,2,5,4,2,3,1,1,3,1,5,2,2,1,5,2,2,2,1,2,6,9,0,0,0,3,1,3,2,0,2,2,0,4,1,0,1,0,4,20,0,3,2,3,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,1.26047801971436,.956993520259857
49,23,1993,1,1,3,2,1,0,0,-1,5,0,17,3,0,1,7,0,2,16,0,0,26,39,0,0,28.5,67.6999969482422,0,2,2,20,18,97,10,3,3,3,2,6,3,0,0,3,2,4,4,2,0,1,1,2,2,2,2,3,3,3,3,4,6,7,6,6,5,6,5,3,3,1,0,3,3,0,4,5,5,4,4,4,1,1,8,1,2,1,0,0,0,0,2,2,2,3,2,3,3,2,1,2,2,1,3,2,1,1,1,1,1,1,1,0,0,0,0,0,3,4,2,1,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,3,1,2,1,2,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,2,2,1,2,2,3,2,10,0,5,3,2,3,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,.956993520259857,1.26047801971436,.956993520259857
50,47,1969,2,1,3,1,0,0,0,8,3,0,16,4,0,2,8,1,1,23,23,69,0,61,0,91.0999984741211,57.7999992370605,80.9000015258789,0,2,0,97,18,97,8,1,5,1,1,2,2,0,1,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,7,1,0,1,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,2,3,2,2,3,2,0,0,0,0,0,0,0,1,1,1,4,3,0,0,1,2,2,1,2,2,1,1,1,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,2,3,1,2,0,1,3,0,0,3,2,4,0,2,0,0,0,0,5,1,1,0,20,10,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,7,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,.478496760129929,.630239009857178,.478496760129929
51,25,1991,2,3,3,1,1,0,0,2,5,0,16,3,17,1,8,1,2,24,0,38,63,39,64,43,79.3000030517578,67.6999969482422,84.1999969482422,2,8,18,16,97,9,4,0,4,1,6,1,0,1,2,6,3,4,1,0,0,0,0,0,1,2,3,3,2,4,3,7,7,7,7,7,6,3,2,2,1,0,1,2,3,0,0,0,0,0,0,1,0,2,1,3,1,4,3,3,3,2,3,1,3,1,3,3,2,3,2,3,3,3,3,0,0,0,0,0,0,0,2,1,3,4,2,0,0,2,2,4,1,2,2,1,1,2,3,3,0,2,2,3,3,2,2,2,2,2,2,2,2,4,2,5,4,1,2,0,2,0,0,0,3,1,4,0,1,0,0,0,0,1,1,1,0,45,15,0,3,3,3,3,2,1,0,0,0,0,0,1,3,0,12,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.56436336040497,2.06045866012573,1.56436336040497
52,70,1946,2,1,0,2,1,23,2,2,1,1,12,1,0,1,8,1,2,21,0,36,45,45,60,24.6000003814697,31.2000007629395,62,76.3000030517578,2,8,12,12,16,2,3,2,2,2,6,3,3,2,3,3,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,1,1,5,5,5,5,4,5,1,1,2,0,0,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,2,1,4,0,0,3,0,0,0,0,0,1,4,2,1,4,2,2,3,1,2,1,2,3,2,1,1,2,4,4,7,5,2,5,0,0,0,0,3,2,3,1,0,2,2,0,4,1,2,1,0,2,3,0,5,1,3,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56436336040497,2.06045866012573,1.56436336040497
53,20,1996,1,1,3,1,3,0,0,3,5,0,13,1,0,1,2,1,6,98,2,32,31,53,0,36.7999992370605,55.2999992370605,41.0999984741211,0,2,0,16,16,97,9,2,3,2,1,8,2,0,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,5,5,0,0,0,0,0,0,0,1,0,8,1,1,1,3,4,4,4,2,1,1,2,1,2,8,2,1,1,1,8,2,1,0,0,0,0,0,0,0,1,1,8,4,3,0,0,1,2,2,1,2,2,2,1,1,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,3,4,2,2,0,1,4,0,0,4,1,4,0,3,0,0,0,0,5,2,1,0,1,14,0,0,0,0,0,0,2,2,2,2,1,2,3,1,2,0,2,3,1,3,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1.43549025058746,1.89071702957153,1.43549025058746
54,41,1975,1,1,3,1,1,37,2,-1,1,1,19,4,0,2,2,0,4,26,26,69,49,0,69,91.0999984741211,46,0,91.0999984741211,2,0,14,12,19,1,2,2,2,1,5,2,2,0,2,5,4,4,1,1,2,1,2,0,0,2,2,3,2,2,3,6,4,5,6,6,5,5,2,2,1,0,4,4,0,4,4,5,4,4,4,2,1,1,2,1,8,0,0,0,0,1,2,2,3,2,2,2,2,1,2,2,1,3,2,1,1,1,1,1,1,1,0,0,0,0,0,3,4,2,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,0,4,1,5,1,2,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,2,5,0,1,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1.56436336040497,2.06045866012573,1.56436336040497
55,53,1963,2,1,0,1,5,30,3,4,1,1,16,3,9,2,2,1,2,27,5,31,58,0,58,55.2999992370605,71,0,71,2,0,12,12,16,12,2,2,2,1,4,2,3,2,3,4,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,6,6,3,5,5,5,5,4,5,1,1,2,0,0,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,4,1,1,4,0,0,3,0,0,0,0,0,4,2,4,2,1,1,1,4,3,2,3,3,2,2,3,3,4,3,4,2,2,2,4,2,0,0,0,3,1,4,1,0,1,2,0,4,5,0,1,0,0,5,0,3,3,3,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91398704051971,2.52095603942871,1.91398704051971
56,42,1974,2,1,3,1,1,34,2,3,1,1,16,3,12,2,2,1,4,25,18,30,51,47,31,20.1000003814697,73.4000015258789,38.7999992370605,39.7000007629395,2,0,14,12,16,2,2,2,2,1,5,2,4,1,2,3,4,2,2,1,0,0,0,0,0,2,3,4,2,2,4,6,6,6,5,6,6,5,2,1,3,2,2,1,3,0,0,0,0,0,0,1,0,2,1,1,1,4,1,1,1,1,2,2,3,2,3,2,2,3,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,4,1,0,0,2,2,3,1,2,2,1,1,1,3,1,0,5,1,1,5,2,2,3,2,4,2,3,4,2,4,6,4,2,1,1,1,0,0,0,3,3,4,0,2,0,0,0,0,5,2,1,0,7,10,0,5,3,3,2,2,1,0,0,0,0,0,1,4,0,6,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,.956993520259857,1.26047801971436,.956993520259857
